Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
アカシカ,あかしか,1. red deer (Cervus elaphus),Unlabeled,3,<b>アカシカ</b>相手じゃ こうはいかないもんな,This doesn't happen when you're dealing with a red deer.,"S01E04, S01E07",,[sound:Beastars_word_8716ecaa.mp3],[sound:Beastars_sent_81e98aee.mp3]
浴びる,あびる,"1. to dash over oneself (e.g. water), to take (e.g. shower), to bask in (e.g. the sun), to bathe in, to be flooded with (e.g. light), to be covered in<br>2. to suffer (e.g. an attack), to draw (e.g. criticism, attention, praise), to have heaped upon, to be showered with",N3,3,でも 俺は光を<b>浴び</b>て生きたい,But I want to live bathed in light,"S01E04, S01E12",,[sound:Beastars_word_39e1efc1.mp3],[sound:Beastars_sent_b3fb9a9d.mp3]
やっと,やっと,"1. at last, finally<br>2. barely, narrowly, just, by the skin of one's teeth",N4,3,明日 俺は <b>やっと</b> みんなに見せられるんだ,Tomorrow I'll finally be able to show it to everyone.,"S01E04, S01E12",,[sound:Beastars_word_e9f03fd2.mp3],[sound:Beastars_sent_1b036944.mp3]
成功,せいこう,"1. success, hit",N3,3,<b>成功</b>させたからには 最後まで演じきってもらうぞ,"Since I made it a success, I'll ask you to play the role to the end.","S01E04, S01E05",,[sound:Beastars_word_053461ce.mp3],[sound:Beastars_sent_f4931bf0.mp3]
なり,かたち,"1. form, shape, figure<br>2. visage",Unlabeled,3,俺<b>なり</b>に微々たる成長を している気がしていましたが,I felt like I was making a small amount of growth in my own way.,"S01E04, S01E05, S01E08",,[sound:Beastars_word_85da526b.mp3],[sound:Beastars_sent_5bacf161.mp3]
席,せき,"1. seat<br>2. location (of a gathering, etc.), place<br>3. position, post",N4,3,少々どんくさいオスオオカミが 隣の<b>席</b>,A slightly stinky male wolf is sitting next to me.,"S01E04, S01E07",,[sound:Beastars_word_81c69df6.mp3],[sound:Beastars_sent_9afab029.mp3]
励まし,はげまし,"1. encouragement (as an abstract concept), stimulation",Unlabeled,3,<b>励まし</b>に来たのか 助言でもするつもりなのか,Are you here to encourage me or give me some advice?,S01E04,,[sound:Beastars_word_9e3fe0dc.mp3],[sound:Beastars_sent_739fff9f.mp3]
助言,じょげん,"1. advice, counsel, suggestion, tip, hint",N1,3,励ましに来たのか <b>助言</b>でもするつもりなのか,Are you here to encourage me or give me some advice?,S01E04,,[sound:Beastars_word_faa28233.mp3],[sound:Beastars_sent_739fff9f.mp3]
きちんと,きちんと,"1. properly, accurately, exactly, precisely, regularly<br>2. neatly, tidily, orderly",N3,3,初めて <b>きちんと</b>目が合った,Our eyes met properly for the first time,"S01E04, S01E05, S01E09",,[sound:Beastars_word_5800fa1c.mp3],[sound:Beastars_sent_64de3078.mp3]
背負う,せおう,"1. to carry on one's back<br>2. to be burdened with, to take responsibility for<br>3. to have (something) in the background, to be in front (of something)<br>4. to be conceited, to think highly of oneself",N2,3,それが アドラーという役が <b>背負う</b>呪いだ,That's the curse that the character Adler carries.,S01E04,,[sound:Beastars_word_85c886a4.mp3],[sound:Beastars_sent_112171e5.mp3]
呪い,のろい,"1. curse, spell, malediction",Unlabeled,3,その<b>呪い</b>に もろに 心が押し潰されれば―,If my heart is completely crushed by that curse...,S01E04,,[sound:Beastars_word_c12373c5.mp3],[sound:Beastars_sent_9600b428.mp3]
弱者,じゃくしゃ,"1. weak person, the weak, vulnerable person, disadvantaged person",Unlabeled,3,あいつは無理して <b>弱者</b>の側に立とうとするから,Because he tries to force himself to stand on the side of the weak.,"S01E04, S01E09, S01E10",,[sound:Beastars_word_ee66ab7f.mp3],[sound:Beastars_sent_afb22cbf.mp3]
笑える,わらう,"1. to laugh<br>2. to smile<br>3. to sneer, to ridicule<br>4. to be dumbfounded, to be flabbergasted",Unlabeled,3,<b>笑え</b>てくるよ,It makes me laugh,"S01E04, S01E08",,[sound:Beastars_word_10a49d8d.mp3],[sound:Beastars_sent_d7bde6c0.mp3]
当たり前,あたりまえ,"1. natural, reasonable, obvious<br>2. usual, common, ordinary, commonplace, the norm",N1,3,ずっと <b>当たり前</b>のことだと 思ってた,I always thought it was normal,"S01E04, S01E11, S01E12",,[sound:Beastars_word_82433c09.mp3],[sound:Beastars_sent_9d834177.mp3]
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,3,とんでもない ど変態への<b>道</b>を 突き進んでいたなんて,It's unbelievable that I was heading down the path to becoming a pervert.,"S01E04, S01E07, S01E08",,[sound:Beastars_word_00a9d5bd.mp3],[sound:Beastars_sent_d8a10553.mp3]
当たる,あたる,"1. to be hit, to strike<br>2. to touch, to be in contact, to be affixed<br>3. to be equivalent to, to be applicable, to apply to<br>4. to be right on the money (of a prediction, criticism, etc.)<br>5. to be selected (in a lottery, etc.), to win<br>6. to be successful, to go well, to be a hit<br>7. to face, to confront<br>8. to lie (in the direction of)<br>9. to undertake, to be assigned<br>10. to be stricken (by food poisoning, heat, etc.), to be afflicted<br>11. to be called on (e.g. by a teacher)<br>12. to treat (esp. harshly), to lash out at<br>13. to be unnecessary<br>14. to be hitting well, to be on a hitting streak<br>15. to feel a bite (in fishing)<br>16. (of fruit, etc.) to be bruised, to spoil<br>17. to feel (something) out, to probe into, to check (i.e. by comparison)<br>18. to shave<br>19. to be a relative of a person, to be a ... in relation to ..., to stand in a relationship",N3,3,肉食獣の強さは 光が<b>当たら</b>ない場では輝けません,The strength of carnivores cannot shine in places where there is no light.,"S01E04, S01E05, S01E12",,[sound:Beastars_word_d826e493.mp3],[sound:Beastars_sent_939180fe.mp3]
汚す,よごす,"1. to pollute, to contaminate, to soil, to make dirty, to stain<br>2. to disgrace, to dishonour, to dishonor, to defile",N2,3,しょせん お前も私と同じ 血に手を<b>汚し</b>た者なのだ,"You, like me, have your hands stained with blood.","S01E04, S01E05",,[sound:Beastars_word_7c58a163.mp3],[sound:Beastars_sent_3229676b.mp3]
収まる,おさまる,"1. to fit into (a box, frame, category, etc.), to be contained within, to fall within (e.g. a budget)<br>2. to settle down (into), to be installed (in one's rightful place), to be returned (to one's original position)<br>3. to settle into (one's position), to take up (a post), to occupy (a role)<br>4. to be delivered, to be paid (e.g. taxes)<br>5. to be settled (dispute, conflict, etc.), to be sorted, to subside (e.g. wind), to calm down, to abate<br>6. to be satisfied (e.g. with an answer), to consent, to agree",N1,3,お前が倒れれば 舞台は きれいに<b>収まる</b>,"If you fall, the stage will fall neatly","S01E04, S01E05, S01E12",,[sound:Beastars_word_afe700ba.mp3],[sound:Beastars_sent_f34b697f.mp3]
哀れ,あわれ,"1. pity, sorrow, grief, misery, compassion, pathos<br>2. pitiable, pitiful, pathetic, miserable<br>3. alack, alas",N3,3,まぶしくて <b>哀れ</b>で,It's dazzling and pitiful,"S01E04, S01E06, S01E07",,[sound:Beastars_word_540a542b.mp3],[sound:Beastars_sent_cd6b07d9.mp3]
カッコ,かっこう,"1. shape, form, figure, posture, pose<br>2. appearance<br>3. state, situation<br>4. suitable, fit, reasonable<br>5. about",Unlabeled,3,もう 今さら 私の前で <b>カッコ</b>つけたってムダ,It's no use trying to be cool in front of me now.,"S01E04, S01E07",,[sound:Beastars_word_54dddb68.mp3],[sound:Beastars_sent_0659593f.mp3]
本物,ほんもの,"1. genuine article, real thing, real deal",N3,3,偽りの亡霊よ 教えてやろう 誰が<b>本物</b>の死に神か,"False ghost, let me tell you who is the real god of death","S01E04, S01E05",,[sound:Beastars_word_e57e5412.mp3],[sound:Beastars_sent_cb07a7b7.mp3]
罪,つみ,"1. crime, sin, wrongdoing, indiscretion<br>2. penalty, sentence, punishment<br>3. fault, responsibility, culpability<br>4. thoughtlessness, lack of consideration",N3,3,これ以上 隠し通すことが<b>罪</b>だ,It's a crime to hide it any further.,"S01E04, S01E08",,[sound:Beastars_word_1d9c1b82.mp3],[sound:Beastars_sent_50cb45ee.mp3]
行ける,いく,"1. to go, to move (in a direction or towards a specific location), to head (towards), to be transported (towards), to reach<br>2. to proceed, to take place<br>3. to pass through, to come and go<br>4. to walk<br>5. to die, to pass away<br>6. to do (in a specific way)<br>7. to stream, to flow<br>8. to continue<br>9. to have an orgasm, to come, to cum<br>10. to trip, to get high, to have a drug-induced hallucination",Unlabeled,3,レゴシ ここは任せて先に<b>行け</b>,"Legosi, leave this to me and go ahead.","S01E05, S01E10",,[sound:Beastars_word_4f095400.mp3],[sound:Beastars_sent_43774fbb.mp3]
ジャック,ジャック,Jack,Unlabeled,3,<b>ジャック</b>は 昨日の公演を見ているはずだ,Jack should have watched yesterday's performance.,"S01E05, S01E11",,[sound:Beastars_word_57fc9d88.mp3],[sound:Beastars_sent_d2d70460.mp3]
迷惑,めいわく,"1. trouble, bother, annoyance, nuisance, inconvenience<br>2. to be troubled (by), to be bothered (by), to be inconvenienced (by)",N3,3,相手には いい<b>迷惑</b>かも,It might be a nuisance to the other person.,"S01E05, S01E11, S01E12",,[sound:Beastars_word_471bae1a.mp3],[sound:Beastars_sent_0ae31bd0.mp3]
最初,さいしょ,"1. beginning, outset, first, onset",N4,3,<b>最初</b>から そういうモラルは 期待していなかった,I didn't expect such morals from the beginning.,"S01E05, S01E07, S01E09",,[sound:Beastars_word_ac029649.mp3],[sound:Beastars_sent_6bc0d7c6.mp3]
理性,りせい,"1. reason, reasoning power, (one's) sense",N1,3,問題は 貴様ら２匹 <b>理性</b>を失った怪物同士が―,The problem is that you two are monsters who have lost their reason...,"S01E05, S01E06",,[sound:Beastars_word_902ca742.mp3],[sound:Beastars_sent_4f769159.mp3]
信念,しんねん,"1. belief, faith, conviction",Unlabeled,3,俺の<b>信念</b>は ずっと あの子にある,My faith will always be in that child.,"S01E05, S01E12",,[sound:Beastars_word_babc42f1.mp3],[sound:Beastars_sent_f473cd37.mp3]
落ち込む,おちこむ,"1. to feel down, to feel sad, to be depressed, to be in low spirits<br>2. to be in a slump (business, economy, etc.), to be in an unfavourable condition<br>3. to fall into (e.g. a hole)",N1,3,ずっと１匹で <b>落ち込ん</b>で 立ち直って,"I was alone for a long time, got depressed and got back up.","S01E05, S01E11",,[sound:Beastars_word_8c505312.mp3],[sound:Beastars_sent_e54d2b8f.mp3]
知れる,しれる,"1. to become known, to come to light, to be discovered<br>2. to be known, to be understood<br>3. to obviously not amount to much, to seem trivial<br>4. to be evident, to be obvious, to go without saying<br>5. to be very intense (worry, hope, etc.), to be extremely severe",Unlabeled,3,今日は お互いの名前も<b>知れ</b>たし,Today we learned each other's names.,"S01E05, S01E06, S01E09",,[sound:Beastars_word_62b20ef8.mp3],[sound:Beastars_sent_83f2e145.mp3]
しんどい,しんどい,"1. tired, frazzled<br>2. tiresome, tiring, draining, bothersome, worrisome",Unlabeled,3,それは それで <b>しんどい</b>ものがあるのよ,That's what makes it so painful.,"S01E05, S01E09, S01E10",,[sound:Beastars_word_73fdd8d6.mp3],[sound:Beastars_sent_3d3c628c.mp3]
レる,れる,"1. indicates passive voice (incl. the ""suffering passive"")<br>2. indicates the potential form<br>3. indicates spontaneous occurrence<br>4. used as an honorific for others' actions",Unlabeled,3,<b>レ</b>･レ･レ レゴシ レ･レ･レ…,Les Les Les Legosi Les Les Les...,S01E05,,[sound:Beastars_word_61ed7fff.mp3],[sound:Beastars_sent_4aaca620.mp3]
レ,レ,"1. re, ray, 2nd note of a major scale in movable-do solfège<br>2. D (note in the fixed-do system)",Unlabeled,3,<b>レ</b>･レ･レ レゴシ レ･レ･レ…,Les Les Les Legosi Les Les Les...,S01E05,,[sound:Beastars_word_7ca522a9.mp3],[sound:Beastars_sent_4aaca620.mp3]
増える,ふえる,"1. to increase, to multiply",N4,3,思いどおりに いかないことでも<b>増え</b>た？,Have you increased the number of things that didn't go your way?,"S01E05, S01E12",,[sound:Beastars_word_09409e80.mp3],[sound:Beastars_sent_a7eae981.mp3]
余計,よけい,"1. too many, too much, excessive, superfluous, superabundant, extra, spare, surplus<br>2. unnecessary, needless, uncalled-for, otiose<br>3. abundantly, excessively, needlessly, all the more",N2,3,<b>余計</b>な詮索はしないのが ハルの美点だろ,Haru's beauty is that he doesn't pry too much.,"S01E05, S01E08",,[sound:Beastars_word_fa45ae30.mp3],[sound:Beastars_sent_284fb64e.mp3]
しかし,しかし,"1. however, but",N5,3,いや <b>しかし</b> 去年より確実に量が増えてるぞ,"No, but the amount has definitely increased from last year.","S01E05, S01E09, S01E11",,[sound:Beastars_word_f3843d71.mp3],[sound:Beastars_sent_0e836fbe.mp3]
確実,かくじつ,"1. certain, sure, definite, reliable, sound, solid, safe, secure",N3,3,ルイが“ビースター”に なるのは<b>確実</b>らしい,It seems certain that Louis will become a “Beastar”,"S01E05, S01E09, S01E10",,[sound:Beastars_word_83a75bf7.mp3],[sound:Beastars_sent_813d6a57.mp3]
外出,がいしゅつ,"1. going out, outing, leaving (one's home, office, etc.)",N3,3,今年の夏も <b>外出</b>届なしで 街に出まくるわよ,"This summer too, I'll be out on the town without going out.","S01E05, S01E06",,[sound:Beastars_word_3f70f003.mp3],[sound:Beastars_sent_f5dea7be.mp3]
神,かみ,"1. god, deity, divinity, spirit, kami<br>2. incredible, fantastic, amazing<br>3. Emperor (of Japan)<br>4. thunder",N3,3,恐竜は すべての動物の祖先であり <b>神</b>でもある 特別な存在でしょ,Dinosaurs are special beings who are the ancestors of all animals and are also gods.,S01E05,,[sound:Beastars_word_0b44401f.mp3],[sound:Beastars_sent_4dbf53fc.mp3]
結ぶ,むすぶ,"1. to tie, to bind, to link<br>2. to bear (fruit)<br>3. to close (e.g. deal), to confirm, to conclude<br>4. to connect (two distant places)<br>5. to close tightly, to purse (e.g. lips)<br>6. to unite (with), to ally, to join hands",N3,3,隕石に 火の灯されたロウソクを 一緒に置いた男女は<b>結ば</b>れるって,It is said that a man and a woman who place a lit candle together on a meteorite will be united.,"S01E05, S01E08",,[sound:Beastars_word_19612571.mp3],[sound:Beastars_sent_9b59f2ef.mp3]
イベント,イベント,1. event,Unlabeled,3,隕石祭は 夏の一大<b>イベント</b>だもんね,The Meteorite Festival is a big summer event.,"S01E05, S01E08",,[sound:Beastars_word_8092ea18.mp3],[sound:Beastars_sent_43a08503.mp3]
怒る,おこる,"1. to get angry, to get mad<br>2. to tell someone off, to scold<br>3. to be angular, to be square",N4,3,俺が今 どんだけ あんたに<b>怒っ</b>てるか,How angry am I with you right now?,"S01E05, S01E07, S01E09",,[sound:Beastars_word_aa379c82.mp3],[sound:Beastars_sent_c861cabd.mp3]
ヵ月,かげつ,1. months (period of),Unlabeled,3,実は この１<b>ヵ月</b> 何度も 君のことを思い出してたんだけど,"Actually, I've been thinking about you many times this past month.","S01E05, S01E09",,[sound:Beastars_word_aff7935b.mp3],[sound:Beastars_sent_52bd8cfa.mp3]
残念,ざんねん,"1. deplorable, regrettable, disappointing, vexing, unfortunate",N4,3,いやあ <b>残念</b>だったわねえ,"Well, that was a shame.","S01E05, S01E11",,[sound:Beastars_word_ac51997c.mp3],[sound:Beastars_sent_3f3cc695.mp3]
判断,はんだん,"1. judgment, judgement, decision, conclusion, adjudication<br>2. divination<br>3. judgement",N3,3,あなたの<b>判断</b>に 助けられたなって 今は思うの,I feel now that your decision helped me.,"S01E05, S01E06",,[sound:Beastars_word_65ae7e60.mp3],[sound:Beastars_sent_b87a78a2.mp3]
