Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
教室,きょうしつ,"1. classroom<br>2. department, laboratory<br>3. single-room school, small school",N5,3,<b>教室</b>の窓際の席で うとうとしてる時みたいに―,Like when I'm dozing off in my seat by the window in the classroom...,"S01E02, S01E11, S01E13","<img src=""S01E11_00_04_08_331.jpg"">",[sound:Lucky Star_word_df7a65bb.mp3],[sound:Lucky Star_sent_fb9d807a.mp3]
存在感,そんざいかん,1. presence (impressive quality),Unlabeled,3,役者に必要なのは華だと <b>存在感</b>だと言われまして,I've been told that what an actor needs is a sense of presence.,"S01E02, S01E18","<img src=""S01E18_00_20_52_584.jpg"">",[sound:Lucky Star_word_8d9cf94e.mp3],[sound:Lucky Star_sent_be8c8884.mp3]
囲む,かこむ,"1. to surround, to encircle, to enclose, to fence, to wall in<br>2. to besiege, to lay siege to<br>3. to play (go, shogi, etc.)",N3,3,いやあ もう 今回は大先輩方に <b>囲ま</b>れて緊張の連続でした,"Well, this time I was surrounded by seniors and I was nervous.","S01E02, S01E08, S01E10","<img src=""S01E02_00_19_49_980.jpg"">",[sound:Lucky Star_word_5894cef5.mp3],[sound:Lucky Star_sent_5abd0507.mp3]
可能性,かのうせい,"1. potentiality, likelihood, possibility, availability",Unlabeled,3,受かっても来ない<b>可能性</b>も あったこと 見落としてるでしょ,"You're overlooking the fact that even if you get accepted, there's a possibility that you won't come.","S01E02, S01E14, S01E15","<img src=""S01E15_00_16_58_017.jpg"">",[sound:Lucky Star_word_dce1c696.mp3],[sound:Lucky Star_sent_0af17fef.mp3]
陣,じん,"1. battle formation<br>2. camp, encampment, position<br>3. group, gang, party, corps<br>4. war, battle, campaign",Unlabeled,3,レギュラー<b>陣</b>に加えて 登場してきました新キャラを―,"In addition to the regulars, new characters have appeared...","S01E02, S01E03, S01E18","<img src=""S01E18_00_20_01_575.jpg"">",[sound:Lucky Star_word_17a9facf.mp3],[sound:Lucky Star_sent_6f0aae92.mp3]
延々,えんえん,"1. forever, endlessly, on and on<br>2. meandering, wandering, winding, sinuous, serpentine, zigzagging",Unlabeled,3,<b>延々</b>と聴かされるハメになるわよ,You'll end up having to listen to it endlessly.,"S01E02, S01E04, S01E05","<img src=""S01E02_00_22_03_572.jpg"">",[sound:Lucky Star_word_3d0feec8.mp3],[sound:Lucky Star_sent_8759f638.mp3]
ドリンク,ドリンク,1. drink,Unlabeled,3,お飲み物は あちらの <b>ドリンク</b>コーナーに,"For drinks, go to the drink corner over there.","S01E02, S01E09","<img src=""S01E09_00_11_35_403.jpg"">",[sound:Lucky Star_word_b18f2516.mp3],[sound:Lucky Star_sent_7acf14ed.mp3]
返る,かえる,"1. to return, to come back, to go back<br>2. to turn over<br>3. to become extremely, to become completely",N1,3,200円を入れて お釣りが 50円と10円で<b>返っ</b>てきた時は―,When I put in 200 yen and got 50 yen and 10 yen in change...,"S01E02, S01E10","<img src=""S01E02_00_23_17_938.jpg"">",[sound:Lucky Star_word_505f6b66.mp3],[sound:Lucky Star_sent_5d1c50d0.mp3]
百,ひゃく,"1. 100, hundred",N5,3,しょうがないから<b>百</b>円玉を もう１枚入れて,"It can't be helped, so put another 100 yen coin in.","S01E02, S01E07","<img src=""S01E02_00_23_30_450.jpg"">",[sound:Lucky Star_word_089d8c4c.mp3],[sound:Lucky Star_sent_cd1665b8.mp3]
懸賞,けんしょう,"1. offering a prize, prize competition, prize, reward",N1,3,<b>懸賞</b>とかって品物が届くまでに 時間がかかるのがネックよね,The problem with sweepstakes is that it takes a long time for the items to arrive.,"S01E03, S01E09, S01E22","<img src=""S01E09_00_16_53_721.jpg"">",[sound:Lucky Star_word_308d851f.mp3],[sound:Lucky Star_sent_f1d8f1c1.mp3]
目立つ,めだつ,"1. to be conspicuous, to stand out",N2,3,もともと ちっちゃいから<b>目立つ</b>んだけど―,"It's small to begin with, so it stands out...","S01E03, S01E21","<img src=""S01E21_00_06_43_986.jpg"">",[sound:Lucky Star_word_7ad3c073.mp3],[sound:Lucky Star_sent_ac4a4724.mp3]
買える,かいあたえる,1. to buy as a gift,Unlabeled,3,よく“お金で愛は<b>買え</b>ない”,"It's often said that ""money can't buy love""","S01E03, S01E09, S01E13","<img src=""S01E13_00_11_03_204.jpg"">",[sound:Lucky Star_word_ec79a66e.mp3],[sound:Lucky Star_sent_cfe97ecd.mp3]
低い,ひくい,"1. low (rank, degree, value, content, quality, etc.)<br>2. low (position), close to the ground<br>3. short (height)<br>4. deep (voice), in a low key, low (volume)",N5,3,防御力の<b>低い</b>方向からも 攻めるということですね,This means attacking from a direction with low defense power.,"S01E03, S01E08, S01E09","<img src=""S01E08_00_06_21_464.jpg"">",[sound:Lucky Star_word_362634d5.mp3],[sound:Lucky Star_sent_541e9d13.mp3]
凶暴,きょうぼう,"1. ferocious, brutal, atrocious, savage, barbarous",Unlabeled,3,なるほど 確かにつかさは のんびりしてるけど かがみは<b>凶暴</b>,"I see, Tsukasa is certainly laid back, but Kagami is ferocious.","S01E03, S01E05, S01E18","<img src=""S01E03_00_04_38_486.jpg"">",[sound:Lucky Star_word_3dec7ed7.mp3],[sound:Lucky Star_sent_74a212a2.mp3]
髪形,かみがた,"1. hair style, coiffure, hairdo",Unlabeled,3,<b>髪形</b>とかリボンとか合わせると 案外似てるかもね,"If you match the hairstyle and ribbon, they might look surprisingly similar.","S01E03, S01E10","<img src=""S01E03_00_04_44_617.jpg"">",[sound:Lucky Star_word_7557a3d3.mp3],[sound:Lucky Star_sent_614de26f.mp3]
恋人,こいびと,"1. lover, sweetheart, boyfriend, girlfriend",N3,3,もし<b>恋人</b>になって現れて ＤＶ男とかだったら困るわね,"If you turn up as a lover and turn out to be a domestic violence guy, you'll be in trouble.","S01E03, S01E15, S01E20","<img src=""S01E15_00_04_47_954.jpg"">",[sound:Lucky Star_word_cfefb939.mp3],[sound:Lucky Star_sent_b6d5fa62.mp3]
体験,たいけん,"1. (practical) experience, personal experience, hands-on experience, first-hand experience",N1,3,どこかで<b>体験</b>したかな～ っていうのもあったし,I wondered if I had experienced it somewhere.,"S01E03, S01E23","<img src=""S01E23_00_08_21_125.jpg"">",[sound:Lucky Star_word_9a5e956b.mp3],[sound:Lucky Star_sent_2d7c1fb8.mp3]
マナカナ,マナカナ,1. ManaKana,Unlabeled,3,そういえば<b>マナカナ</b>って,"By the way, what is Manakana?",S01E03,"<img src=""S01E03_00_05_38_296.jpg"">",[sound:Lucky Star_word_ecf47b14.mp3],[sound:Lucky Star_sent_08fccb33.mp3]
かく,かく,"1. like this, such, thus, in this way",Unlabeled,3,<b>かく</b>と余計に かゆくなるって言うわよ,They say it makes it even more itchy.,"S01E03, S01E20","<img src=""S01E20_00_20_37_361.jpg"">",[sound:Lucky Star_word_8706c91d.mp3],[sound:Lucky Star_sent_f8ed176f.mp3]
今月,こんげつ,1. this month,N5,3,大丈夫なんだけど あそこで <b>今月</b>号の「コンプ」と,"It's okay, but I'm reading this month's ""Comp"" over there.","S01E03, S01E16, S01E18","<img src=""S01E16_00_08_39_018.jpg"">",[sound:Lucky Star_word_8f33e482.mp3],[sound:Lucky Star_sent_c2854142.mp3]
着物,きもの,"1. kimono, Japanese traditional clothing (esp. full-length)<br>2. clothing, clothes",N4,3,<b>着物</b>を着て 初詣にも行きましたし,I also wore a kimono and went to the New Year's shrine visit.,"S01E03, S01E13","<img src=""S01E13_00_03_01_389.jpg"">",[sound:Lucky Star_word_2666d1b9.mp3],[sound:Lucky Star_sent_2129f0f3.mp3]
ミニ,ミニ,"1. mini-<br>2. miniskirt, mini-skirt",Unlabeled,3,最近は<b>ミニ</b>や色がカラフルなものも あるそうです,"Lately, it seems that there are also mini and colorful ones.",S01E03,"<img src=""S01E03_00_08_07_528.jpg"">",[sound:Lucky Star_word_56bf009a.mp3],[sound:Lucky Star_sent_33bcc6c9.mp3]
重要,じゅうよう,"1. important, momentous, essential, principal, major",N3,3,衣装もだけど 相手がどんなタイプかも<b>重要</b>だよ,"Costumes are important, but what type of person your partner is is also important.","S01E03, S01E22","<img src=""S01E03_00_08_34_680.jpg"">",[sound:Lucky Star_word_a8cd9642.mp3],[sound:Lucky Star_sent_b766e8a5.mp3]
お嬢様,おじょうさま,"1. (another's) daughter<br>2. young lady (of pampered upbringing), woman who has never known hardship, naive woman",Unlabeled,3,リアル<b>お嬢様</b>高校は違うわね お上品だこと,"Real high school is different, it's classy.","S01E03, S01E07","<img src=""S01E07_00_03_59_697.jpg"">",[sound:Lucky Star_word_59a66e0c.mp3],[sound:Lucky Star_sent_c7930c61.mp3]
ホ,ホ,Ho,Unlabeled,3,そうね あとバリエーションで 男と一緒に<b>ホ</b>…,"Well, there's also a variation of ho-ho with a man...","S01E03, S01E09, S01E21","<img src=""S01E09_00_20_25_224.jpg"">",[sound:Lucky Star_word_58de2f23.mp3],[sound:Lucky Star_sent_95b7a4ff.mp3]
性,さが,"1. one's nature, one's destiny<br>2. custom, tradition, habit, convention",N3,3,それが今では まるで キャラクターの二面<b>性</b>を示す言葉,"Nowadays, it's like a word that shows the duality of a character.","S01E03, S01E10","<img src=""S01E10_00_18_49_837.jpg"">",[sound:Lucky Star_word_d72ff0b5.mp3],[sound:Lucky Star_sent_1ba6d850.mp3]
入り,いり,"1. entering<br>2. setting (of the Sun)<br>3. containing, content, audience<br>4. income<br>5. beginning",Unlabeled,3,さすが殿堂<b>入り</b>親子だね お恥ずかしいのですが,"As expected of a Hall of Fame father and son, it's embarrassing.","S01E03, S01E16, S01E23","<img src=""S01E16_00_06_22_131.jpg"">",[sound:Lucky Star_word_47a7d266.mp3],[sound:Lucky Star_sent_3bdb2925.mp3]
うるせえ,うるさい,"1. noisy, loud<br>2. annoying, troublesome, tiresome, persistent, importunate<br>3. fussy, finicky, picky, particular, nagging, fastidious, bossy<br>4. shut up!, be quiet!",Unlabeled,3,<b>うるせえ</b> ボケがコラ！,"Noisy, the blur is like this!","S01E03, S01E21","<img src=""S01E21_00_21_24_074.jpg"">",[sound:Lucky Star_word_77777258.mp3],[sound:Lucky Star_sent_bbb9b9de.mp3]
教師,きょうし,1. teacher (classroom),N3,3,どう考えても<b>教師</b>と生徒の年齢が 一緒ってのやってたよ,"No matter how you look at it, the teacher and students were the same age.","S01E03, S01E04, S01E15","<img src=""S01E03_00_11_24_016.jpg"">",[sound:Lucky Star_word_df194452.mp3],[sound:Lucky Star_sent_34463b70.mp3]
明らか,あきらか,"1. clear, obvious, evident, plain, definite<br>2. bright, light",N3,3,あえて断言しよう！ それは<b>明らか</b>な誤謬であると！,Let's just say it! That is a clear fallacy!,"S01E03, S01E10, S01E19","<img src=""S01E10_00_18_59_513.jpg"">",[sound:Lucky Star_word_823b4941.mp3],[sound:Lucky Star_sent_a7cf01af.mp3]
よっぽど,よほど,"1. very, greatly, much, to a large extent, quite<br>2. just about to, almost, very nearly",Unlabeled,3,つかさが同じ学校にいるほうが <b>よっぽど</b>不思議,It's even more strange that Tsukasa and I are in the same school.,"S01E03, S01E11, S01E22","<img src=""S01E03_00_12_37_131.jpg"">",[sound:Lucky Star_word_ad952421.mp3],[sound:Lucky Star_sent_982864ed.mp3]
かなう,かなう,"1. to come true (of a wish, prayer, etc.), to be realized, to be fulfilled<br>2. to suit (e.g. a purpose), to meet (wishes, ideals, etc.), to conform to (standards, rules, etc.), to be consistent with<br>3. to match (implies competition), to rival, to bear (e.g. the heat)",Unlabeled,3,願い事が<b>かなう</b>という言い伝えが あるのかもしれませんね,There may be a legend that your wishes will come true.,"S01E03, S01E11, S01E22","<img src=""S01E11_00_01_58_993.jpg"">",[sound:Lucky Star_word_65493e3a.mp3],[sound:Lucky Star_sent_ed60cef7.mp3]
ほほう,ほほう,"1. horse gait<br>2. way of walking (e.g. in martial arts, etc.)",Unlabeled,3,最後の最後に水で流し込むのよ <b>ほほう</b>,"At the very end, rinse it off with water.","S01E03, S01E09, S01E23","<img src=""S01E09_00_13_22_968.jpg"">",[sound:Lucky Star_word_c9f003e7.mp3],[sound:Lucky Star_sent_c6bcbfc4.mp3]
尽くす,つくす,"1. to exhaust, to run out<br>2. to devote, to serve (a person), to befriend<br>3. to do to exhaustion",N1,3,それぞれのパートで それぞれが死力を<b>尽くす</b>,Each person does his or her best in each part.,"S01E03, S01E09, S01E17","<img src=""S01E17_00_21_00_217.jpg"">",[sound:Lucky Star_word_6e1150a6.mp3],[sound:Lucky Star_sent_b2167c2f.mp3]
水着,みずぎ,"1. bathing suit, swimsuit, swimmers",Unlabeled,3,<b>水着</b>を見せる相手もいないのにね,I don't have anyone to show my swimsuit to.,"S01E03, S01E06","<img src=""S01E03_00_13_41_862.jpg"">",[sound:Lucky Star_word_df4623ef.mp3],[sound:Lucky Star_sent_c39bdbfc.mp3]
近い,ちかい,"1. near, close, short (distance)<br>2. close (in time), soon<br>3. close (relationship), friendly, intimate<br>4. closely related<br>5. similar, almost the same, close to, nearly",N5,3,お誕生日が<b>近く</b>なってくると だんだん不安になってきて,"As my birthday approaches, I'm starting to get anxious.","S01E03, S01E18, S01E24","<img src=""S01E03_00_14_05_636.jpg"">",[sound:Lucky Star_word_5e14ecb2.mp3],[sound:Lucky Star_sent_cd5fda35.mp3]
不安,ふあん,"1. anxiety, uneasiness, worry, apprehension, fear, insecurity, suspense",N3,3,少しの<b>不安</b>と大きな期待 マジで恋する５秒前 ＭＫ５！,"A little bit of anxiety and big expectations, 5 seconds before I seriously fell in love with MK5!","S01E03, S01E15, S01E20","<img src=""S01E15_00_16_22_064.jpg"">",[sound:Lucky Star_word_bc95c7b5.mp3],[sound:Lucky Star_sent_3decc797.mp3]
パワー,パワー,1. power,Unlabeled,3,姉さんの<b>パワー</b>もらうと ムダに 元気になって余計 疲れそうだね,"When I get my sister's power, I feel like I'm getting more energy and I'm even more tired.","S01E03, S01E24","<img src=""S01E24_00_13_33_562.jpg"">",[sound:Lucky Star_word_b8f39c84.mp3],[sound:Lucky Star_sent_5a718a36.mp3]
ヤケクソ,やけくそ,1. desperate,Unlabeled,3,<b>ヤケクソ</b>守りも 御利益があるといいね,I hope the bad luck charm also brings you blessings.,S01E03,"<img src=""S01E03_00_16_17_434.jpg"">",[sound:Lucky Star_word_f3a91935.mp3],[sound:Lucky Star_sent_a2c5edc8.mp3]
短い,みじかい,1. short<br>2. brief,N5,3,願い事 <b>短く</b>したら 何とかなるかも,"If I keep my wishes short, maybe something will work out.","S01E03, S01E10, S01E11","<img src=""S01E10_00_15_29_929.jpg"">",[sound:Lucky Star_word_5e2657ee.mp3],[sound:Lucky Star_sent_6b77745f.mp3]
ネクタイ,ネクタイ,"1. tie, necktie",N5,3,あれは<b>ネクタイ</b>を緩めて,That means loosening your tie.,S01E03,"<img src=""S01E03_00_15_45_736.jpg"">",[sound:Lucky Star_word_156bae82.mp3],[sound:Lucky Star_sent_47c7c96d.mp3]
折詰,おりづめ,1. food packed in a wooden box,Unlabeled,3,それを言うなら <b>折詰</b>とか 必ず持ってるほうが,"If that's the case, it's better to have a bag or something.",S01E03,"<img src=""S01E03_00_15_53_035.jpg"">",[sound:Lucky Star_word_6334cdea.mp3],[sound:Lucky Star_sent_8a205100.mp3]
集める,あつめる,"1. to collect, to assemble, to gather",N4,3,うん でも材料は かがみが<b>集め</b>てくれたんだ,"Yes, but Kagami gathered the materials for me.","S01E03, S01E05, S01E17","<img src=""S01E17_00_17_57_826.jpg"">",[sound:Lucky Star_word_ef88dfe2.mp3],[sound:Lucky Star_sent_182b6cd7.mp3]
コレクター,コレクター,1. collector,Unlabeled,3,それはファンとしてはもちろん <b>コレクター</b>としても失格,That disqualifies me not only as a fan but also as a collector.,"S01E03, S01E20","<img src=""S01E03_00_16_56_765.jpg"">",[sound:Lucky Star_word_2b1dd626.mp3],[sound:Lucky Star_sent_93c06a88.mp3]
腹,はら,"1. abdomen, belly, stomach<br>2. womb<br>3. one's mind, one's real intentions, one's true motive<br>4. courage, nerve, willpower<br>5. generosity, magnanimity<br>6. feelings, emotions<br>7. wide middle part, bulging part<br>8. inside, interior, inner part<br>9. anti-node<br>10. counter for hard roe<br>11. counter for containers with bulging middles (pots, vases, etc.)",N3,3,ぞんざいに扱ってる人を 見かけると本気で<b>腹</b>が立つんだよね,I get really angry when I see people treating me poorly.,"S01E03, S01E07","<img src=""S01E03_00_16_46_380.jpg"">",[sound:Lucky Star_word_c7fe91bd.mp3],[sound:Lucky Star_sent_1d4ece70.mp3]
理解,りかい,"1. understanding, comprehension, appreciation, sympathy",N3,3,言わんとしていることは 何となく<b>理解</b>したんだけどね,I kind of understood what you were trying to say though.,"S01E03, S01E10","<img src=""S01E03_00_17_29_423.jpg"">",[sound:Lucky Star_word_5cb53e3d.mp3],[sound:Lucky Star_sent_b231bdb1.mp3]
